SR_VILLAGE,ROUND_NO,SCHEDULE_NO,SAMPLE,SECTOR,STATE_REGION,DISTRICT_CD,STRATUM_NO,SUB_STRAT_NO,SUB_ROUND_NO,SUB_SAMPLE_NO,FOD,HG_SB_NO,SSS_NO,SAMPLE_HH_NO,SR_NO_INFORMANT,RESPONSE_CODE,SURVEY_CD,REASON_CD,SRL_NO,ELE_NO,BLK,ROUND,ID_KEY
43685,71,252,2,2,272,30,73,1,1,1,0,1,3,1,1,1,1,,1,1,1,71,1013857
43688,71,252,2,2,272,30,74,2,1,1,0,1,2,1,1,1,1,,1,1,1,71,1013864
43688,71,252,2,2,272,30,74,2,1,1,0,1,2,2,1,1,2,2,1,1,1,71,1013865
43688,71,252,2,2,272,30,74,2,1,1,0,1,2,3,1,1,1,,1,1,1,71,1013866
43688,71,252,2,2,272,30,74,2,1,1,0,1,2,4,1,1,1,,1,1,1,71,1013867
34448,71,252,2,1,272,31,31,2,1,2,0,1,1,2,1,1,1,,1,1,1,71,1013889
34448,71,252,2,1,272,31,31,2,1,2,0,1,1,1,6,1,1,,1,1,1,71,1013888
34448,71,252,2,1,272,31,31,2,1,2,0,1,2,1,1,1,1,,1,1,1,71,1013890
34448,71,252,2,1,272,31,31,2,1,2,0,1,2,2,2,1,1,,1,1,1,71,1013891
43687,71,252,2,2,272,30,74,1,1,2,0,1,1,1,2,1,2,2,1,1,1,71,1013882
43687,71,252,2,2,272,30,74,1,1,2,0,1,1,2,2,1,2,2,1,1,1,71,1013883
43687,71,252,2,2,272,30,74,1,1,2,0,1,2,1,1,1,1,,1,1,1,71,1013884
43687,71,252,2,2,272,30,74,1,1,2,0,1,2,2,1,1,1,,1,1,1,71,1013885
43687,71,252,2,2,272,30,74,1,1,2,0,1,2,3,3,1,1,,1,1,1,71,1013886
43687,71,252,2,2,272,30,74,1,1,2,0,1,2,4,1,1,1,,1,1,1,71,1013887
34448,71,252,2,1,272,31,31,2,1,2,0,1,2,3,1,4,1,,1,1,1,71,1013892
34448,71,252,2,1,272,31,31,2,1,2,0,1,2,4,1,1,1,,1,1,1,71,1013893
34448,71,252,2,1,272,31,31,2,1,2,0,1,3,1,2,1,1,,1,1,1,71,1013894
34448,71,252,2,1,272,31,31,2,1,2,0,1,3,2,1,1,1,,1,1,1,71,1013895
34452,71,252,2,1,272,31,31,6,1,2,0,1,1,1,4,1,1,,1,1,1,71,1013896
34452,71,252,2,1,272,31,31,6,1,2,0,1,2,1,2,4,2,4,1,1,1,71,1013897
43459,71,252,2,2,275,7,7,1,1,1,0,1,2,4,3,1,1,,1,1,1,71,968233
43842,71,252,2,2,271,21,58,1,2,2,0,1,1,2,2,1,1,,1,1,1,71,973779
34377,71,252,2,1,274,17,17,4,1,1,0,2,3,1,1,1,1,,1,1,1,71,971826
34549,71,252,2,1,274,18,18,2,2,2,0,2,3,1,1,1,1,,1,1,1,71,971844
34366,71,252,2,1,274,15,15,3,1,2,0,2,3,1,1,1,1,,1,1,1,71,971870
34397,71,252,2,1,271,21,21,1,1,1,0,1,2,4,1,1,1,,1,1,1,71,977693
34570,71,252,2,1,271,21,21,4,2,1,0,1,2,2,1,4,1,,1,1,1,71,978167
43854,71,252,2,2,271,21,60,1,2,2,0,1,2,1,1,1,1,,1,1,1,71,978312
43809,71,252,2,2,274,18,51,1,2,2,0,1,2,1,2,1,1,,1,1,1,71,970850
34343,71,252,2,1,275,9,9,5,1,1,0,2,1,1,4,1,1,,1,1,1,71,969243
43851,71,252,2,2,271,21,59,3,2,2,0,1,2,1,2,1,1,,1,1,1,71,977752
34578,71,252,2,1,271,24,24,5,2,1,0,1,2,2,1,1,1,,1,1,1,71,977781
34511,71,252,2,1,275,9,9,3,2,2,0,2,2,1,1,1,1,,1,1,1,71,970590
34363,71,252,2,1,275,14,14,6,1,1,0,1,2,1,3,1,1,,1,1,1,71,968395
34568,71,252,2,1,271,21,21,2,2,1,0,1,1,2,2,1,2,2,1,1,1,71,973863
43483,71,252,2,2,274,19,19,2,1,1,0,1,3,2,1,1,1,,1,1,1,71,971542
34355,71,252,2,1,276,13,13,3,1,1,0,1,2,1,2,1,1,,1,1,1,71,969098
43538,71,252,2,2,275,9,45,5,1,2,0,1,1,1,4,1,1,,1,1,1,71,969219
43456,71,252,2,2,275,5,5,1,1,2,0,1,3,2,1,1,1,,1,1,1,71,1014225
34408,71,252,2,1,271,24,24,5,1,2,0,2,1,2,3,2,1,,1,1,1,71,973838
34350,71,252,2,1,276,12,12,1,1,2,0,1,2,6,1,1,1,,1,1,1,71,969026
34467,71,252,2,1,272,35,35,1,1,1,0,1,2,3,2,1,1,,1,1,1,71,983970
34631,71,252,2,1,272,34,34,2,2,2,0,2,2,2,1,1,2,2,1,1,1,71,983928
43690,71,252,2,2,272,30,74,3,1,2,0,1,2,2,3,1,1,,1,1,1,71,984286
34482,71,252,2,,,,,,,,0,1,2,4,2,1,1,,1,1,1,71,982971
34319,71,252,2,1,275,4,4,1,1,1,0,1,2,3,1,1,1,,1,1,1,71,985093
43588,71,252,2,2,271,21,58,2,1,2,0,1,2,1,2,1,1,,1,1,1,71,974176
34583,71,252,2,1,272,25,25,5,2,2,0,1,2,2,1,1,1,,1,1,1,71,1016636
43926,71,252,2,2,272,25,67,2,2,1,0,1,2,1,1,1,2,2,1,1,1,71,1016590
34583,71,252,2,1,272,25,25,5,2,2,0,1,3,1,1,1,2,2,1,1,1,71,1016637
43926,71,252,2,2,272,25,67,2,2,1,0,1,2,2,2,1,1,,1,1,1,71,1016591
43926,71,252,2,2,272,25,67,2,2,1,0,1,2,3,2,1,2,2,1,1,1,71,1016592
43926,71,252,2,2,272,25,67,2,2,1,0,1,2,4,1,1,1,,1,1,1,71,1016593
43926,71,252,2,2,272,25,67,2,2,1,0,1,3,1,1,1,1,,1,1,1,71,1016594
43926,71,252,2,2,272,25,67,2,2,1,0,1,3,2,1,1,2,2,1,1,1,71,1016595
34583,71,252,2,1,272,25,25,5,2,2,0,2,1,1,1,1,2,2,1,1,1,71,1016638
34583,71,252,2,1,272,25,25,5,2,2,0,2,2,1,1,1,1,,1,1,1,71,1016639
34583,71,252,2,1,272,25,25,5,2,2,0,2,2,2,2,1,1,,1,1,1,71,1016640
34583,71,252,2,1,272,25,25,5,2,2,0,2,3,1,1,2,1,,1,1,1,71,1016641
43495,71,252,2,2,272,25,25,1,1,2,0,1,3,1,1,1,1,,1,1,1,71,1016642
43495,71,252,2,2,272,25,25,1,1,2,0,1,3,2,1,1,1,,1,1,1,71,1016643
43495,71,252,2,2,272,25,25,1,1,2,0,1,3,3,1,1,1,,1,1,1,71,1016644
43661,71,252,2,2,272,25,66,5,1,2,0,1,1,1,2,1,2,2,1,1,1,71,1016645
43671,71,252,2,2,272,25,67,2,1,1,0,1,2,4,2,1,2,2,1,1,1,71,1016646
43671,71,252,2,2,272,25,67,2,1,1,0,1,3,1,1,1,2,2,1,1,1,71,1016647
43671,71,252,2,2,272,25,67,2,1,1,0,1,3,2,3,1,1,,1,1,1,71,1016648
34443,71,252,2,1,272,30,30,4,1,1,0,1,1,1,1,1,1,,1,1,1,71,1016649
34443,71,252,2,1,272,30,30,4,1,1,0,1,2,1,2,1,1,,1,1,1,71,1016650
34443,71,252,2,1,272,30,30,4,1,1,0,1,2,2,2,1,1,,1,1,1,71,1016651
34443,71,252,2,1,272,30,30,4,1,1,0,1,3,1,1,1,1,,1,1,1,71,1016652
34443,71,252,2,1,272,30,30,4,1,1,0,2,1,1,1,1,2,2,1,1,1,71,1016653
34443,71,252,2,1,272,30,30,4,1,1,0,2,2,1,2,1,1,,1,1,1,71,1016654
34443,71,252,2,1,272,30,30,4,1,1,0,2,2,2,2,1,1,,1,1,1,71,1016655
43496,71,252,2,2,272,25,25,2,1,2,0,1,1,1,1,1,1,,1,1,1,71,1016674
43496,71,252,2,2,272,25,25,2,1,2,0,1,1,2,5,1,1,,1,1,1,71,1016675
43496,71,252,2,2,272,25,25,2,1,2,0,1,2,1,1,1,1,,1,1,1,71,1016676
43496,71,252,2,2,272,25,25,2,1,2,0,1,2,2,2,1,1,,1,1,1,71,1016677
43496,71,252,2,2,272,25,25,2,1,2,0,1,2,3,1,1,1,,1,1,1,71,1016678
43496,71,252,2,2,272,25,25,2,1,2,0,1,2,4,1,1,1,,1,1,1,71,1016679
43496,71,252,2,2,272,25,25,2,1,2,0,1,3,1,1,1,1,,1,1,1,71,1016680
43496,71,252,2,2,272,25,25,2,1,2,0,1,3,2,2,1,1,,1,1,1,71,1016681
43926,71,252,2,2,272,25,67,2,2,1,0,1,1,1,2,1,1,,1,1,1,71,1016682
43926,71,252,2,2,272,25,67,2,2,1,0,1,1,2,3,1,1,,1,1,1,71,1016683
43932,71,252,2,2,272,25,67,6,2,2,0,1,3,2,2,1,1,,1,1,1,71,1016714
34616,71,252,2,1,272,30,30,7,2,1,0,1,1,1,1,1,1,,1,1,1,71,1016715
34616,71,252,2,1,272,30,30,7,2,1,0,1,2,1,2,1,1,,1,1,1,71,1016716
34616,71,252,2,1,272,30,30,7,2,1,0,1,2,2,1,1,2,2,1,1,1,71,1016717
34616,71,252,2,1,272,30,30,7,2,1,0,1,3,1,1,1,1,,1,1,1,71,1016718
34616,71,252,2,1,272,30,30,7,2,1,0,2,1,1,1,1,2,2,1,1,1,71,1016719
34616,71,252,2,1,272,30,30,7,2,1,0,2,2,1,2,1,1,,1,1,1,71,1016720
34616,71,252,2,1,272,30,30,7,2,1,0,2,2,2,2,1,1,,1,1,1,71,1016721
34616,71,252,2,1,272,30,30,7,2,1,0,2,3,1,1,1,1,,1,1,1,71,1016722
43916,71,252,2,2,272,25,66,5,2,2,0,1,3,1,1,1,2,2,1,1,1,71,1016759
43916,71,252,2,2,272,25,66,5,2,2,0,2,1,1,4,1,1,,1,1,1,71,1016760
43916,71,252,2,2,272,25,66,5,2,2,0,2,2,1,2,1,2,2,1,1,1,71,1016761
43916,71,252,2,2,272,25,66,5,2,2,0,2,2,2,2,1,1,,1,1,1,71,1016762
43916,71,252,2,2,272,25,66,5,2,2,0,2,3,1,99,1,1,,1,1,1,71,1016763
43671,71,252,2,2,272,25,67,2,1,1,0,1,1,1,2,1,2,2,1,1,1,71,1016764
43671,71,252,2,2,272,25,67,2,1,1,0,1,1,2,1,1,1,,1,1,1,71,1016765
43671,71,252,2,2,272,25,67,2,1,1,0,1,2,1,2,1,1,,1,1,1,71,1016766
43671,71,252,2,2,272,25,67,2,1,1,0,1,2,2,1,1,2,2,1,1,1,71,1016767
43671,71,252,2,2,272,25,67,2,1,1,0,1,2,3,6,1,1,,1,1,1,71,1016768
43572,71,252,2,2,271,21,55,1,1,2,0,1,2,3,1,1,1,,1,1,1,71,973749
43789,71,252,2,2,275,9,45,2,2,2,0,1,2,1,1,1,1,,1,1,1,71,969077
43693,71,252,2,2,272,34,76,1,1,2,0,1,2,3,5,1,1,,1,1,1,71,983934
43513,71,252,2,2,272,34,34,1,1,2,0,1,3,2,2,1,1,,1,1,1,71,984070
43456,71,252,2,,,,,,,,0,1,1,1,2,1,1,,1,1,1,71,1022818
43522,71,252,2,2,275,5,40,1,1,1,0,1,1,2,2,1,1,,1,1,1,71,975124
43772,71,252,2,,,,,,,,0,1,1,2,2,1,1,,1,1,1,71,967191
34519,71,252,2,1,276,11,11,3,2,2,0,1,2,1,1,1,1,,1,1,1,71,969572
43676,71,252,2,2,272,25,67,5,1,2,0,2,3,1,2,1,2,2,1,1,1,71,1013191
43925,71,252,2,2,272,25,67,1,2,2,0,1,2,4,2,1,2,2,1,1,1,71,1013222
43925,71,252,2,2,272,25,67,1,2,2,0,1,3,1,1,1,1,,1,1,1,71,1013223
43925,71,252,2,2,272,25,67,1,2,2,0,1,3,2,1,1,1,,1,1,1,71,1013224
43928,71,252,2,2,272,25,67,3,2,2,0,1,1,1,2,3,1,,1,1,1,71,1013225
43928,71,252,2,2,272,25,67,3,2,2,0,1,1,2,2,1,1,,1,1,1,71,1013226
43928,71,252,2,2,272,25,67,3,2,2,0,1,2,1,2,3,1,,1,1,1,71,1013227
43928,71,252,2,2,272,25,67,3,2,2,0,1,2,2,1,1,1,,1,1,1,71,1013228
43928,71,252,2,2,272,25,67,3,2,2,0,1,2,3,2,3,1,,1,1,1,71,1013229
43928,71,252,2,2,272,25,67,3,2,2,0,1,2,4,2,1,1,,1,1,1,71,1013230
43928,71,252,2,2,272,25,67,3,2,2,0,1,3,1,1,1,1,,1,1,1,71,1013231
43688,71,252,2,2,272,30,74,2,1,1,0,1,3,1,1,1,1,,1,1,1,71,1013322
43688,71,252,2,2,272,30,74,2,1,1,0,1,3,2,1,1,1,,1,1,1,71,1013323
43941,71,252,2,2,272,30,74,1,2,1,0,1,1,1,1,1,1,,1,1,1,71,1013324
43941,71,252,2,2,272,30,74,1,2,1,0,1,1,2,1,1,1,,1,1,1,71,1013325
43941,71,252,2,2,272,30,74,1,2,1,0,1,2,1,1,1,1,,1,1,1,71,1013326
43941,71,252,2,2,272,30,74,1,2,1,0,1,2,2,1,1,1,,1,1,1,71,1013327
43941,71,252,2,2,272,30,74,1,2,1,0,1,2,3,1,1,1,,1,1,1,71,1013328
43941,71,252,2,2,272,30,74,1,2,1,0,1,2,4,1,1,1,,1,1,1,71,1013329
43941,71,252,2,2,272,30,74,1,2,1,0,1,3,1,1,1,1,,1,1,1,71,1013330
43941,71,252,2,2,272,30,74,1,2,1,0,1,3,2,1,1,1,,1,1,1,71,1013331
34447,71,252,2,1,272,31,31,1,1,1,0,1,3,1,99,1,1,,1,1,1,71,1013388
34447,71,252,2,1,272,31,31,1,1,1,0,1,3,2,1,1,2,3,1,1,1,71,1013389
43920,71,252,2,2,272,25,66,8,2,2,0,1,1,1,3,1,1,,1,1,1,71,1013390
43920,71,252,2,2,272,25,66,8,2,2,0,1,1,2,2,1,1,,1,1,1,71,1013391
43920,71,252,2,2,272,25,66,8,2,2,0,1,2,1,1,1,1,,1,1,1,71,1013392
43920,71,252,2,2,272,25,66,8,2,2,0,1,2,2,2,1,1,,1,1,1,71,1013393
43920,71,252,2,2,272,25,66,8,2,2,0,1,2,3,5,1,1,,1,1,1,71,1013394
43920,71,252,2,2,272,25,66,8,2,2,0,1,2,4,1,1,1,,1,1,1,71,1013395
43920,71,252,2,2,272,25,66,8,2,2,0,1,3,1,1,1,1,,1,1,1,71,1013396
43920,71,252,2,2,272,25,66,8,2,2,0,1,3,2,1,1,1,,1,1,1,71,1013397
43923,71,252,2,2,272,25,66,10,2,1,0,2,1,1,1,2,1,,1,1,1,71,1013448
43923,71,252,2,2,272,25,66,10,2,1,0,2,2,1,2,1,1,,1,1,1,71,1013449
43923,71,252,2,2,272,25,66,10,2,1,0,2,2,2,2,1,1,,1,1,1,71,1013450
43923,71,252,2,2,272,25,66,10,2,1,0,2,3,1,1,1,2,1,1,1,1,71,1013451
43691,71,252,2,2,272,31,75,1,1,1,0,1,1,1,1,1,1,,1,1,1,71,1013452
43691,71,252,2,2,272,31,75,1,1,1,0,1,1,2,8,1,2,3,1,1,1,71,1013453
43691,71,252,2,2,272,31,75,1,1,1,0,1,2,1,4,1,1,,1,1,1,71,1013454
43691,71,252,2,2,272,31,75,1,1,1,0,1,2,2,3,1,1,,1,1,1,71,1013455
43691,71,252,2,2,272,31,75,1,1,1,0,1,2,3,3,4,1,,1,1,1,71,1013456
43691,71,252,2,2,272,31,75,1,1,1,0,1,2,4,2,1,2,3,1,1,1,71,1013457
34520,71,252,2,1,276,12,12,1,2,1,0,1,2,1,1,1,1,,1,1,1,71,970134
43548,71,252,2,2,274,15,49,1,1,1,0,1,3,1,1,1,1,,1,1,1,71,971887
34433,71,252,2,1,274,28,28,3,1,1,0,2,2,1,2,1,1,,1,1,1,71,971926
34489,71,252,2,1,275,4,4,1,2,2,0,1,2,4,2,1,1,,1,1,1,71,975110
34493,71,252,2,1,275,4,4,5,2,2,0,1,1,1,6,1,1,,1,1,1,71,975289
43730,71,252,2,2,275,14,14,1,2,2,0,1,2,1,2,1,1,,1,1,1,71,976382
43603,71,252,2,2,271,21,62,1,1,1,0,1,2,1,1,1,2,2,1,1,1,71,978053
34403,71,252,2,1,271,21,21,7,1,1,0,2,2,1,1,1,1,,1,1,1,71,973895
34399,71,252,2,1,271,21,21,3,1,1,0,2,3,1,1,2,1,,1,1,1,71,973925
34365,71,252,2,1,274,15,15,2,1,1,0,1,3,1,1,1,1,,1,1,1,71,970921
34546,71,252,2,1,274,17,17,3,2,1,0,1,2,1,1,1,1,,1,1,1,71,971216
43814,71,252,2,2,274,19,52,3,2,2,0,1,2,3,2,1,1,,1,1,1,71,971387
34349,71,252,2,1,276,11,11,3,1,1,0,2,1,1,1,1,1,,1,1,1,71,969150
43751,71,252,2,2,272,25,25,2,2,1,0,1,2,2,4,2,1,,1,1,1,71,984042
34620,71,252,2,1,272,31,31,4,2,1,0,1,3,1,2,1,1,,1,1,1,71,983943
43549,71,252,2,2,274,15,49,1,1,2,0,1,1,1,1,1,1,,1,1,1,71,971727
43833,71,252,2,2,271,21,57,1,2,2,0,1,2,3,2,1,2,2,1,1,1,71,977743
43657,71,252,2,2,272,25,66,2,1,2,0,1,1,2,1,1,1,,1,1,1,71,1016789
43657,71,252,2,2,272,25,66,2,1,2,0,1,2,1,1,1,2,2,1,1,1,71,1016790
43657,71,252,2,2,272,25,66,2,1,2,0,1,2,2,1,1,1,,1,1,1,71,1016791
43657,71,252,2,2,272,25,66,2,1,2,0,1,2,3,1,1,1,,1,1,1,71,1016792
43657,71,252,2,2,272,25,66,2,1,2,0,1,2,4,1,1,2,2,1,1,1,71,1016793
43657,71,252,2,2,272,25,66,2,1,2,0,1,3,1,1,1,1,,1,1,1,71,1016794
43657,71,252,2,2,272,25,66,2,1,2,0,1,3,2,2,1,2,2,1,1,1,71,1016795
43658,71,252,2,2,272,25,66,3,1,2,0,1,1,1,2,1,1,,1,1,1,71,1016796
43658,71,252,2,2,272,25,66,3,1,2,0,1,1,2,2,1,1,,1,1,1,71,1016797
43658,71,252,2,2,272,25,66,3,1,2,0,1,2,1,2,1,1,,1,1,1,71,1016798
34443,71,252,2,1,272,30,30,4,1,1,0,2,3,1,5,1,1,,1,1,1,71,1016809
43940,71,252,2,2,272,30,73,1,2,2,0,1,1,1,1,1,1,,1,1,1,71,1016810
43940,71,252,2,2,272,30,73,1,2,2,0,1,1,2,3,1,2,2,1,1,1,71,1016811
43940,71,252,2,2,272,30,73,1,2,2,0,1,2,1,2,1,2,2,1,1,1,71,1016812
43940,71,252,2,2,272,30,73,1,2,2,0,1,2,2,1,1,2,2,1,1,1,71,1016813
43940,71,252,2,2,272,30,73,1,2,2,0,1,2,3,1,1,1,,1,1,1,71,1016814
43940,71,252,2,2,272,30,73,1,2,2,0,1,2,4,1,1,1,,1,1,1,71,1016815
43940,71,252,2,2,272,30,73,1,2,2,0,1,3,1,3,1,2,2,1,1,1,71,1016816
43940,71,252,2,2,272,30,73,1,2,2,0,1,3,2,2,1,1,,1,1,1,71,1016817
43657,71,252,2,2,272,25,66,2,1,2,0,1,1,1,1,1,1,,1,1,1,71,1016818
43661,71,252,2,2,272,25,66,5,1,2,0,1,1,2,2,1,1,,1,1,1,71,1016869
43661,71,252,2,2,272,25,66,5,1,2,0,1,2,1,2,1,1,,1,1,1,71,1016870
43661,71,252,2,2,272,25,66,5,1,2,0,1,2,2,2,1,1,,1,1,1,71,1016871
43661,71,252,2,2,272,25,66,5,1,2,0,1,2,3,2,1,2,2,1,1,1,71,1016872
43661,71,252,2,2,272,25,66,5,1,2,0,1,2,4,2,1,2,2,1,1,1,71,1016873
43661,71,252,2,2,272,25,66,5,1,2,0,1,3,1,1,1,1,,1,1,1,71,1016874
43661,71,252,2,2,272,25,66,5,1,2,0,1,3,2,2,1,2,2,1,1,1,71,1016875
43916,71,252,2,2,272,25,66,5,2,2,0,1,1,1,3,1,1,,1,1,1,71,1016876
43916,71,252,2,2,272,25,66,5,2,2,0,1,2,1,4,1,1,,1,1,1,71,1016877
43916,71,252,2,2,272,25,66,5,2,2,0,1,2,2,3,1,2,2,1,1,1,71,1016878
43768,71,252,2,2,272,34,34,1,2,2,0,1,2,3,1,1,1,,1,1,1,71,1017294
43768,71,252,2,2,272,34,34,1,2,2,0,1,1,2,1,1,1,,1,1,1,71,1017295
43768,71,252,2,2,272,34,34,1,2,2,0,1,2,4,1,1,1,,1,1,1,71,1017296
43768,71,252,2,2,272,34,34,1,2,2,0,1,3,2,1,1,1,,1,1,1,71,1017273
43836,71,252,2,2,271,21,57,3,2,2,0,1,2,4,1,1,2,2,1,1,1,71,973711
43832,71,252,2,2,271,21,57,1,2,1,0,1,2,3,2,1,2,2,1,1,1,71,974136
43779,71,252,2,2,275,5,40,2,2,1,0,1,2,1,1,1,1,,1,1,1,71,975130
43738,71,252,2,2,274,19,19,2,2,2,0,1,2,1,1,1,1,,1,1,1,71,971036
34338,71,252,2,1,275,8,8,3,1,2,0,1,1,1,3,1,1,,1,1,1,71,970345
43504,71,252,2,2,274,29,29,1,1,2,0,1,3,2,1,1,1,,1,1,1,71,971197
43789,71,252,2,2,275,9,45,2,2,2,0,1,2,4,1,1,1,,1,1,1,71,969190
43467,71,252,2,2,276,10,10,1,1,1,0,1,1,1,4,1,1,,1,1,1,71,969612
34386,71,252,2,1,274,19,19,4,1,2,0,2,2,1,2,1,1,,1,1,1,71,970871
43748,71,252,2,2,271,24,24,1,2,2,0,1,3,2,1,1,1,,1,1,1,71,974073
34517,71,252,2,1,276,11,11,1,2,2,0,1,2,2,1,1,1,,1,1,1,71,970217
43455,71,252,2,2,275,5,5,1,1,1,0,1,3,2,2,1,1,,1,1,1,71,975251
34532,71,252,2,1,275,14,14,5,2,1,0,1,2,2,1,1,1,,1,1,1,71,968449
43737,71,252,2,2,274,19,19,1,2,2,0,1,3,1,1,1,1,,1,1,1,71,971017
43584,71,252,2,2,271,21,57,5,1,2,0,1,1,1,2,1,1,,1,1,1,71,1010124
43584,71,252,2,2,271,21,57,5,1,2,0,1,1,2,1,1,1,,1,1,1,71,1010125
43584,71,252,2,2,271,21,57,5,1,2,0,1,3,1,1,3,1,,1,1,1,71,1010126
43584,71,252,2,2,271,21,57,5,1,2,0,1,3,2,1,2,1,,1,1,1,71,1010127
43584,71,252,2,2,271,21,57,5,1,2,0,1,2,1,3,2,2,3,1,1,1,71,1010128
43584,71,252,2,2,271,21,57,5,1,2,0,1,2,2,2,1,1,,1,1,1,71,1010129
34634,71,252,2,1,272,31,31,4,2,1,0,1,1,1,2,2,1,,1,1,1,71,1010533
34634,71,252,2,1,272,31,31,4,2,1,0,1,2,1,2,1,1,,1,1,1,71,1010534
34634,71,252,2,1,272,31,31,4,2,1,0,1,2,2,2,2,1,,1,1,1,71,1010535
34634,71,252,2,1,272,31,31,4,2,1,0,1,3,1,2,1,1,,1,1,1,71,1010536
34634,71,252,2,1,272,31,31,4,2,1,0,2,1,1,6,1,1,,1,1,1,71,1010537
34634,71,252,2,1,272,31,31,4,2,1,0,2,2,1,1,2,1,,1,1,1,71,1010538
34634,71,252,2,1,272,31,31,4,2,1,0,2,2,2,2,2,1,,1,1,1,71,1010539
34634,71,252,2,1,272,31,31,4,2,1,0,2,3,1,2,2,1,,1,1,1,71,1010540
34641,71,252,2,1,272,34,34,2,2,2,0,2,2,2,1,1,2,2,1,1,1,71,1010583
34641,71,252,2,1,272,34,34,2,2,2,0,2,3,1,1,1,1,,1,1,1,71,1010584
43952,71,252,2,2,272,35,78,1,2,1,0,1,1,1,3,1,1,,1,1,1,71,1010643
43952,71,252,2,2,272,35,78,1,2,1,0,1,1,2,4,1,1,,1,1,1,71,1010644
43952,71,252,2,2,272,35,78,1,2,1,0,1,2,1,1,1,1,,1,1,1,71,1010645
43468,71,252,2,2,276,10,10,1,1,2,0,2,1,1,2,1,1,,1,1,1,71,1010589
43952,71,252,2,2,272,35,78,1,2,1,0,1,2,2,1,1,1,,1,1,1,71,1010646
43664,71,252,2,2,272,25,66,8,1,2,0,1,3,2,1,1,2,2,1,1,1,71,1010597
43664,71,252,2,2,272,25,66,8,1,2,0,1,3,1,1,1,2,9,1,1,1,71,1010598
43664,71,252,2,2,272,25,66,8,1,2,0,1,2,3,1,1,1,,1,1,1,71,1010599
43664,71,252,2,2,272,25,66,8,1,2,0,1,2,1,1,1,1,,1,1,1,71,1010600
43952,71,252,2,2,272,35,78,1,2,1,0,1,2,3,1,1,1,,1,1,1,71,1010647
43952,71,252,2,2,272,35,78,1,2,1,0,1,2,4,1,1,1,,1,1,1,71,1010648
43952,71,252,2,2,272,35,78,1,2,1,0,1,3,1,3,1,1,,1,1,1,71,1010649
43952,71,252,2,2,272,35,78,1,2,1,0,1,3,2,9,1,1,,1,1,1,71,1010650
34472,71,252,2,1,272,31,31,4,1,2,0,2,1,1,3,2,1,,1,1,1,71,1010677
34472,71,252,2,1,272,31,31,4,1,2,0,2,2,1,2,1,1,,1,1,1,71,1010678
34472,71,252,2,1,272,31,31,4,1,2,0,2,2,2,2,1,1,,1,1,1,71,1010679
34472,71,252,2,1,272,31,31,4,1,2,0,2,3,1,1,1,1,,1,1,1,71,1010680
43768,71,252,2,2,272,31,31,1,2,2,0,2,1,1,3,1,2,2,1,1,1,71,1010777
43768,71,252,2,2,272,31,31,1,2,2,0,2,2,1,2,1,2,2,1,1,1,71,1010778
43768,71,252,2,2,272,31,31,1,2,2,0,2,2,2,7,1,1,,1,1,1,71,1010779
43768,71,252,2,2,272,31,31,1,2,2,0,2,3,1,1,1,2,3,1,1,1,71,1010780
43456,71,252,2,,,,,,,,0,1,2,1,3,1,1,,1,1,1,71,1000676
34328,71,252,2,,,,,,,,0,1,2,1,3,1,1,,1,1,1,71,1000682
34328,71,252,2,,,,,,,,0,1,3,2,4,1,1,,1,1,1,71,1000683
34328,71,252,2,,,,,,,,0,1,3,1,1,1,1,,1,1,1,71,1000687
34328,71,252,2,,,,,,,,0,1,2,3,3,1,1,,1,1,1,71,1000689
34328,71,252,2,,,,,,,,0,1,2,4,1,1,1,,1,1,1,71,1000692
34325,71,252,2,,,,,,,,0,1,1,1,1,1,1,,1,1,1,71,1000729
34325,71,252,2,,,,,,,,0,1,1,2,1,1,1,,1,1,1,71,1000730
34325,71,252,2,,,,,,,,0,1,2,2,1,1,1,,1,1,1,71,1000742
43453,71,252,2,2,275,4,4,1,1,2,0,1,1,1,5,1,1,,1,1,1,71,1009154
43583,71,252,2,2,271,21,57,5,1,1,0,1,2,3,1,1,1,,1,1,1,71,1009810
43583,71,252,2,2,271,21,57,5,1,1,0,2,3,1,2,1,1,,1,1,1,71,1009816
43687,71,252,2,2,272,30,74,1,1,2,0,1,3,2,1,1,2,2,1,1,1,71,1013263
34441,71,252,2,1,272,30,30,2,1,1,0,1,1,1,1,1,1,,1,1,1,71,1013264
43687,71,252,2,2,272,30,74,1,1,2,0,1,3,1,2,1,2,2,1,1,1,71,1013262
34441,71,252,2,1,272,30,30,2,1,1,0,1,2,1,2,1,1,,1,1,1,71,1013265
34441,71,252,2,1,272,30,30,2,1,1,0,1,2,2,1,1,1,,1,1,1,71,1013266
34441,71,252,2,1,272,30,30,2,1,1,0,1,3,1,1,1,2,2,1,1,1,71,1013267
34441,71,252,2,1,272,30,30,2,1,1,0,2,1,1,2,1,1,,1,1,1,71,1013268
34441,71,252,2,1,272,30,30,2,1,1,0,2,2,1,2,1,1,,1,1,1,71,1013269
34441,71,252,2,1,272,30,30,2,1,1,0,2,2,2,1,1,2,2,1,1,1,71,1013270
34441,71,252,2,1,272,30,30,2,1,1,0,2,3,1,1,1,1,,1,1,1,71,1013271
43691,71,252,2,2,272,31,75,1,1,1,0,1,3,1,2,1,2,3,1,1,1,71,1013342
